STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNOW,SNWD,TMAX
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,8/24/2022,0.1,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,8/25/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,8/26/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,8/27/2022,0.06,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,8/28/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,8/29/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,8/30/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,8/31/2022,0.2,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,9/1/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,9/2/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,9/3/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,9/4/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,9/5/2022,0.16,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,9/6/2022,1.77,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,9/7/2022,0.72,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,9/8/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,9/9/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,9/10/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,9/11/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,9/12/2022,0.02,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,9/13/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,9/14/2022,0.23,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,9/15/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,9/16/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,9/17/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,9/18/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,9/19/2022,0.01,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,9/20/2022,0.51,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,9/21/2022,0.22,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,9/22/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,9/23/2022,0.87,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,9/24/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,9/25/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,9/26/2022,0.04,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,9/27/2022,0.02,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,9/28/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,9/29/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,9/30/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/1/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/2/2022,0.03,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/3/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/4/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/5/2022,0.23,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/6/2022,0.24,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/7/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/8/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/9/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/10/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/11/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/12/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/13/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/14/2022,1.05,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/15/2022,0.45,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/16/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/17/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/18/2022,0.47,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/19/2022,0.26,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/20/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/21/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/22/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/23/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/24/2022,0.09,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/25/2022,0.4,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/26/2022,0.37,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/27/2022,0.11,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/28/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/29/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/30/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,10/31/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,11/1/2022,0,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,11/2/2022,0.12,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,11/3/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,11/4/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,11/5/2022,0,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,11/6/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,11/7/2022,0,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,11/8/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,11/9/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,11/10/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,11/11/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,11/12/2022,0.47,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,11/13/2022,0.17,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,11/14/2022,0.19,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,11/15/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,11/16/2022,0.58,0,0,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,11/17/2022,0.29,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,11/18/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,11/19/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,11/20/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,11/21/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,11/22/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,11/23/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,11/24/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,11/25/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,11/26/2022,0,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,11/27/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,11/28/2022,0.37,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,11/29/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,11/30/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/1/2022,0.35,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/2/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/3/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/4/2022,0.22,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/5/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/6/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/7/2022,0.53,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/8/2022,0.09,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/9/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/10/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/11/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/12/2022,,1.1,1.1,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/13/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/14/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/15/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/16/2022,0.38,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/17/2022,1.3,0.3,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/18/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/19/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/20/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/21/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/22/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/23/2022,1.42,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/24/2022,0.32,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/25/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/26/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/27/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/28/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/29/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/30/2022,0,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,12/31/2022,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/1/2023,0.36,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/2/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/3/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/4/2023,0.39,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/5/2023,0.23,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/6/2023,0,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/7/2023,0.38,1.5,1.5,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/8/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/9/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/10/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/11/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/12/2023,0,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/13/2023,0.8,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/14/2023,0.03,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/15/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/16/2023,0.19,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/17/2023,0.05,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/18/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/19/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/20/2023,0.68,1.3,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/21/2023,0.14,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/22/2023,0,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/23/2023,0.76,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/24/2023,0.22,,6.1,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/25/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/26/2023,1.27,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/27/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/28/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/29/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/30/2023,0.11,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,1/31/2023,0.03,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,2/1/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,2/2/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,2/3/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,2/4/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,2/5/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,2/6/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,2/7/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,2/8/2023,0.03,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,2/9/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,2/10/2023,0.01,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,2/11/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,2/12/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,2/13/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,2/14/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,2/15/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,2/16/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,2/17/2023,0.02,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,2/18/2023,0.06,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,2/19/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,2/20/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,2/21/2023,0.12,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,2/22/2023,0.13,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,2/23/2023,0.76,3.1,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,2/24/2023,0.18,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,2/25/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,2/26/2023,0.07,0.6,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,2/27/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,2/28/2023,0.08,0.9,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,3/1/2023,0.29,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,3/2/2023,0.17,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,3/3/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,3/4/2023,0.53,3.1,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,3/5/2023,0.25,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,3/6/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,3/7/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,3/8/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,3/9/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,3/10/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,3/11/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,3/12/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,3/13/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,3/14/2023,1.16,1.6,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,3/15/2023,0.97,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,3/16/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,3/17/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,3/18/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,3/19/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,3/20/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,3/21/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,3/22/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,3/23/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,3/24/2023,0.01,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,3/25/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,3/26/2023,0.13,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,3/27/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,3/28/2023,0.17,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,3/29/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,4/4/2023,,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,4/5/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,4/6/2023,0.03,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,4/7/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,4/8/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,4/9/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,4/10/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,4/11/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,4/12/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,4/13/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,4/14/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,4/15/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,4/16/2023,0,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,4/17/2023,0,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,4/18/2023,0.11,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,4/19/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,4/20/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,4/21/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,4/22/2023,0,0,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,4/23/2023,0.25,,,
US1MAMD0025,"AYER 0.1 SW, MA US",42.56114,-71.58689,82.3,4/24/2023,0.86,,,
